round,RS_ACC,RS_N,RS_S,RS_V,RS_run_time,,LCDO_ACC,LCDO_N,LCDO_S,LCDO_V,LCDO_run_time,,MSDO_ACC,MSDO_N,MSDO_S,MSDO_V,MSDO_run_time,,ESDO_accuracy,ESDO_N,ESDO_S,ESDO_V,ESDO_run_time,,KMS_ACC,KMS_N,KMS_S,KMS_V,KMS_run_time,,KCG_ACC,KCG_N,KCG_S,KCG_V,KCG_run_time,,KCG+PCA_ACC,KCG+PCA_N,KCG+PCA_S,KCG+PCA_V,KCG+PCArun_time,,BALD_ACC,BALD_N,BALD_S,BALD_V,BALD_run_time,,VR_ACC,VR_N,VR_S,VR_V,VR_run_time,,MSTD_ACC,MSTD_N,MSTD_S,MSTD_V,MSTD_run_time,,BS_ACC,BS_N,BS_S,BS_V,BS_run_time,,LL_ACC,LL_N,LL_S,LL_V,LL_run_time
69,0.862428607,0.914832374,0.609150327,0.843578211,138.02,,0.88006,0.9281,0.656833,0.846827,193.41,,0.874223988,0.92368,0.676190476,0.83008658,186.37,,0.887881798,0.93162246,0.70637648,0.870538093,205.42,,0.862056121,0.917758,0.633892886,0.820406039,135.76,,0.860317855,0.914935707,0.576492537,0.830786026,219.98,,0.850633226,0.909181886,0.547406082,0.837852,370.88,,0.842811026,0.899012368,0.633649932,0.83498178,195.52,,0.884405264,0.928231384,0.720130933,0.891666667,109.26,,0.858207102,0.915327616,0.606973741,0.800450958,188.47,,0.909361808,0.946428571,0.760432767,0.884615385,114.16,,0.923764589,0.959059156,0.804145818,0.891554223,191.87
70,0.855723864,0.911251454,0.556134533,0.837493632,105.62,,0.874721,0.925654,0.664132,0.810098,193.73,,0.859945369,0.911125,0.661691542,0.850812408,188.23,,0.886143531,0.928233023,0.713924051,0.884319,204.17,,0.855723864,0.915091097,0.63660082,0.798211291,155.59,,0.853240626,0.910624493,0.50702759,0.830371567,177.18,,0.853116464,0.910745596,0.564799,0.83595019,354.89,,0.855103054,0.910560534,0.641630901,0.8373057,196.84,,0.862552769,0.908990114,0.689172749,0.896344517,111.9,,0.865532655,0.918473693,0.626587638,0.83008658,216.34,,0.918549789,0.952347947,0.782242633,0.901177675,180.73,,0.92450956,0.958409308,0.802159661,0.887887888,292.47
71,0.859697045,0.914082359,0.616326531,0.83512931,135.2,,0.88515,0.93047,0.695478,0.854245,230.7,,0.884901912,0.930652581,0.68974042,0.852290273,206.66,,0.883287807,0.928106813,0.695245518,0.861141,193.6,,0.848770797,0.908251177,0.638801811,0.814964611,128.77,,0.856468835,0.913953869,0.544138929,0.825870647,234.05,,0.840700273,0.903616513,0.5652,0.824242424,353.24,,0.861559474,0.91486592,0.658660844,0.830702232,197.55,,0.899428855,0.939449222,0.755280408,0.864397623,134.32,,0.861931959,0.91686737,0.608886934,0.813823857,190.03,,0.913210827,0.950287628,0.769289827,0.882543103,114.23,,0.924261237,0.957079684,0.801053027,0.897703549,212.57
72,0.863546064,0.916355179,0.585002329,0.843912591,107.4,,0.877701,0.928554,0.661235,0.816885,195.56,,0.869878321,0.921109479,0.686317322,0.820369334,190.06,,0.886640179,0.930437,0.707224335,0.867341502,194.06,,0.841196921,0.901777,0.614178839,0.817085427,139.54,,0.858952074,0.913415,0.590476191,0.842672414,180.66,,0.849764092,0.907996269,0.569884,0.842490843,354.86,,0.834864664,0.893213,0.626780627,0.841495524,198.51,,0.894089893,0.935481,0.73826903,0.885656971,135.04,,0.852495654,0.911643415,0.639446367,0.820428336,200.46,,0.911596722,0.94841845,0.766495456,0.876623377,116.92,,0.938539856,0.967982646,0.832561728,0.906077348,283.64
73,0.860442016,0.915572233,0.628413138,0.828032345,128.34,,0.886889,0.930398,0.700232,0.877953,195.89,,0.877576,0.926114119,0.67068446,0.820224719,190.11,,0.87956295,0.927207021,0.703386677,0.834908282,194.29,,0.845542588,0.905289493,0.632507635,0.824784154,130.54,,0.850633226,0.908594378,0.476813966,0.830684932,182.16,,0.851626521,0.910647,0.566935827,0.833333333,355.58,,0.860566178,0.914078675,0.659292,0.819290466,199.42,,0.891358331,0.932799288,0.731790334,0.893023256,126.28,,0.86069034,0.915474642,0.639876352,0.8302267,191.63,,0.908244351,0.946793309,0.75,0.864211105,117.28,,0.926744475,0.960464713,0.807110439,0.889119171,200.32
74,0.864911845,0.91645745,0.646788991,0.852138073,119.25,,0.878942,0.926549,0.692221,0.853807,292.35,,0.877701,0.926115201,0.691623425,0.847184987,191.14,,0.890985846,0.93318154,0.718453683,0.886492,195.82,,0.849888254,0.90835745,0.635144672,0.818813469,132.34,,0.861559474,0.91704223,0.605905006,0.82392398,194.74,,0.854854731,0.911363636,0.507447,0.844106,376.89,,0.864663521,0.918370884,0.660301139,0.830352304,197.39,,0.908492674,0.94566534,0.768417076,0.877561745,127.77,,0.868760864,0.921678559,0.638613861,0.834728033,192.37,,0.901291284,0.942975134,0.748517614,0.88172043,119,,0.934814999,0.965178418,0.821625888,0.901622718,306.16
75,0.861931959,0.914598233,0.605639913,0.84358707,111.51,,0.879315,0.924221,0.700782,0.876877,197.26,,0.884156941,0.929262974,0.707063197,0.86328725,218.94,,0.878321331,0.923909188,0.703995,0.876510773,196.35,,0.862304445,0.917040169,0.632653061,0.816148391,133.03,,0.857958778,0.913719,0.592875318,0.837033027,197.3,,0.854482245,0.911666667,0.567164179,0.83715847,359.84,,0.856965483,0.910271029,0.648473968,0.842872008,196.4,,0.902781227,0.941073154,0.745141181,0.899699097,196.27,,0.866898436,0.920185419,0.639736191,0.822234452,193.22,,0.909361808,0.948624805,0.76133829,0.879310345,120.34,,0.92252297,0.9591499,0.805646037,0.870171674,239.88
76,0.85808294,0.911847854,0.624505929,0.838845144,111.64,,0.889372,0.933593,0.692662,0.861199,218.01,,0.872858207,0.925728072,0.68988,0.810315186,192.43,,0.891110007,0.934305332,0.711577249,0.855895197,197.05,,0.869629998,0.92444062,0.658526979,0.81785531,153.4,,0.861683636,0.915427816,0.586016559,0.833515882,189.94,,0.850633226,0.909198813,0.58162856,0.83956044,361.45,,0.864042712,0.915162139,0.662811709,0.850336613,198.12,,0.891979141,0.933934731,0.734455514,0.883597884,119.76,,0.86851254,0.922086608,0.603174603,0.832335329,193.91,,0.90948597,0.947340935,0.763582966,0.889709763,121.11,,0.933325056,0.965511235,0.825904762,0.889555222,331.07
77,0.85808294,0.910557821,0.633358955,0.847902981,113.21,,0.884529,0.930282,0.650727,0.853231,199.73,,0.884281103,0.930057043,0.713108614,0.852667646,286.46,,0.889868388,0.93425424,0.726046842,0.865011,197.55,,0.860442016,0.916262136,0.632137,0.820755,134.81,,0.861683636,0.916127,0.575772,0.827242525,191.26,,0.860069531,0.914893617,0.580444444,0.843373494,402.22,,0.857462131,0.911191463,0.658839779,0.839295248,207.79,,0.902532903,0.941197214,0.758693361,0.88738269,140.36,,0.854606407,0.911159737,0.637826242,0.833510074,194.3,,0.913707475,0.950442326,0.76786404,0.886993603,123.39,,0.936925751,0.966372893,0.824691358,0.901054746,298.28
78,0.842314378,0.900756643,0.618865298,0.830390583,114.98,,0.88664,0.932669,0.693541,0.824601,200.2,,0.891110007,0.935674489,0.705834018,0.849015,200.94,,0.885522722,0.931100982,0.713178295,0.86895811,198.94,,0.861435312,0.916366752,0.638431373,0.823093,135.84,,0.856220512,0.917725,0.601268499,0.775029446,202.23,,0.842190216,0.906882591,0.602540835,0.790138,365.42,,0.863049416,0.913578,0.672378341,0.855172414,198.4,,0.859572883,0.907852343,0.682288497,0.889229199,122.04,,0.860566178,0.915251269,0.649292628,0.832,204.5,,0.91407996,0.951143988,0.772277228,0.882543103,124.81,,0.924137075,0.962003304,0.805959302,0.864690027,211.96
79,0.862925255,0.915729394,0.603230031,0.844981608,115.17,,0.895207,0.939582,0.725137,0.847719,260.05,,0.890737522,0.936053957,0.715236976,0.845819761,201.61,,0.886640179,0.930783086,0.715428571,0.850877193,198.84,,0.86913335,0.924154424,0.666666667,0.805869075,177.09,,0.866774274,0.918550895,0.615845824,0.850746269,219.39,,0.856220512,0.912986373,0.562412993,0.823263693,366.88,,0.868015893,0.9168046,0.665662651,0.856563609,209.58,,0.908989322,0.944689096,0.770123278,0.897795591,132.91,,0.863049416,0.917442366,0.650074294,0.836022905,245.38,,0.916066551,0.9522741,0.772277228,0.893931398,125.71,,0.929227713,0.961180787,0.804329725,0.891687657,262.07
80,0.856468835,0.912818775,0.614701131,0.820120284,116.8,,0.895456,0.937154,0.689261,0.880126,201.93,,0.886267693,0.933103745,0.713646532,0.84152402,207.45,,0.874472312,0.923789999,0.702879581,0.858701582,200.03,,0.878942141,0.927756654,0.690757,0.84216,147.95,,0.86652595,0.917855386,0.581338544,0.843800322,195.94,,0.856220512,0.912522,0.544684854,0.846761453,368.93,,0.855972188,0.908509,0.653608995,0.840304183,200.43,,0.888502607,0.931077694,0.734478203,0.883647799,124.1,,0.875838093,0.925764922,0.641897941,0.836820084,196.62,,0.910603427,0.94696374,0.76810534,0.89683774,126.77,,0.92450956,0.957476967,0.80952381,0.902240326,228.83
81,0.854854731,0.910419854,0.605889472,0.835212024,117.44,,0.90005,0.940601,0.707925,0.875622,202.35,,0.881797864,0.928938879,0.70524,0.852459016,203.51,,0.884901912,0.92877292,0.721163838,0.871603623,200.73,,0.853240626,0.912274496,0.654606,0.812121212,138.8,,0.871616588,0.922735492,0.610359309,0.83713174,227.78,,0.867395083,0.919633774,0.618889809,0.858798736,424.18,,0.864539359,0.916263949,0.674281758,0.843307943,251.86,,0.886267693,0.92864904,0.72821175,0.897253306,125.26,,0.874596474,0.92405914,0.647084233,0.841715193,203.69,,0.915445741,0.950755976,0.761664565,0.887830688,127.48,,0.936304942,0.966045621,0.834094368,0.899699097,254.14
82,0.852619816,0.911466622,0.601491301,0.797720798,118.78,,0.900919,0.943448,0.732719,0.8698,217.09,,0.893842,0.936886156,0.725214676,0.854654328,203.9,,0.889372,0.931748,0.723582925,0.885488127,201.15,,0.875465607,0.926356,0.633423,0.838978635,139.44,,0.869878321,0.920473773,0.633347,0.851599371,199.84,,0.862676931,0.916343397,0.608403361,0.845989305,375.75,,0.814377949,0.873848,0.608923885,0.848297,201.79,,0.902657065,0.941942294,0.760869565,0.88029661,126.67,,0.86391855,0.918989775,0.654809437,0.835602094,204.22,,0.918922275,0.953334494,0.78681154,0.897081413,136.15,,0.931959275,0.965335674,0.818009837,0.893719807,277.42
83,0.861186988,0.914508445,0.647390161,0.836842105,120.26,,0.90303,0.941369,0.739181,0.890928,197.37,,0.879314626,0.930338656,0.70624571,0.836302895,204.38,,0.903526198,0.943616,0.752751284,0.875943905,222.55,,0.861186988,0.916570822,0.668262654,0.828282828,140.62,,0.867767569,0.921524849,0.618117229,0.817923993,211.29,,0.862056121,0.916502,0.552593311,0.850078906,376.13,,0.863546064,0.914453752,0.67752443,0.836552049,202.31,,0.902160417,0.940643327,0.75862069,0.895584416,189.94,,0.873851502,0.924935733,0.65770751,0.848008386,205.87,,0.918177303,0.952739726,0.778041074,0.892405063,136.72,,0.936677427,0.96724168,0.830404889,0.900596421,337.64
84,0.857462131,0.911175287,0.640266469,0.843860536,121.41,,0.895952,0.937235,0.742057,0.86803,197.96,,0.899428855,0.940040031,0.741359666,0.873992,217.22,,0.891234169,0.934663606,0.732326699,0.875802998,202.39,,0.875093121,0.924689848,0.69465375,0.840533333,163.02,,0.865036007,0.917748918,0.584942,0.828778583,202.51,,0.864042712,0.916931305,0.608283003,0.842105263,378.73,,0.858207102,0.909712845,0.672745034,0.856846473,224.88,,0.895331512,0.935541311,0.746549983,0.890288714,128.87,,0.87372734,0.923617502,0.643259645,0.838744589,206.78,,0.917680656,0.952595156,0.778159603,0.897874546,130.85,,0.922771294,0.958718423,0.801415929,0.888657648,263.43
85,0.876458902,0.925214408,0.670191135,0.845651081,165.62,,0.90365,0.942523,0.745553,0.881053,209.21,,0.896697293,0.939987806,0.73657289,0.865608466,206.86,,0.889123417,0.934229137,0.732679959,0.863364181,203.69,,0.876086417,0.92559,0.636528029,0.842216359,142.18,,0.861559474,0.915023793,0.619854722,0.845327605,204.07,,0.853737273,0.908900888,0.62302317,0.850550603,380.42,,0.884901912,0.930615042,0.69724026,0.848731,239.91,,0.857462131,0.905422913,0.682234703,0.896300156,127.03,,0.871989074,0.92398678,0.669616519,0.846153846,207.45,,0.918798113,0.95340811,0.783137106,0.895490716,143.13,,0.935435808,0.965996909,0.824415379,0.896338319,247.01
86,0.867767569,0.918167782,0.6384,0.860512821,122.97,,0.907748,0.945464,0.746988,0.88911,210.16,,0.892972436,0.937797387,0.731761238,0.849046322,218.65,,0.898932208,0.937854092,0.739308,0.890030833,214.65,,0.866277626,0.918287938,0.677148847,0.842105263,147.23,,0.864911845,0.918114,0.626344086,0.798841,204.87,,0.864911845,0.918900748,0.605879847,0.846401719,381.67,,0.849639931,0.907135174,0.647577093,0.808797128,225.39,,0.888254284,0.929402218,0.729249012,0.901564866,147.98,,0.878445493,0.928111224,0.660580913,0.846477392,207.8,,0.920908865,0.954071521,0.782675947,0.906624935,143.21,,0.939408989,0.968230481,0.83836858,0.907153729,229.05
87,0.869629998,0.920286799,0.632434745,0.845511482,124.48,,0.906754,0.947504,0.746656,0.87689,200.46,,0.896573131,0.941703264,0.734205608,0.847252747,207.79,,0.893344922,0.934017336,0.738440304,0.887605042,205.01,,0.869878321,0.92279824,0.685673,0.808319,149.41,,0.866029302,0.921494404,0.583679115,0.831561276,218.1,,0.852247331,0.910651775,0.581385,0.816163916,383.59,,0.85870375,0.910445083,0.67259552,0.852697095,206.1,,0.894834865,0.934661641,0.746932007,0.895950794,160.64,,0.873354855,0.923740511,0.666408968,0.848107828,208.41,,0.913334989,0.950773558,0.777038852,0.893866667,133.95,,0.931959275,0.963805225,0.815162173,0.898422091,231.62
88,0.872113236,0.922104544,0.656161616,0.845714286,125.23,,0.899305,0.941872,0.740444,0.87041,200.95,,0.898808046,0.942366,0.747704737,0.847682119,219.02,,0.907996,0.945336492,0.767669446,0.888319672,273.96,,0.874223988,0.924973767,0.685050798,0.8434238,172.67,,0.868388378,0.919439868,0.603336,0.84198895,209.38,,0.867519245,0.920157837,0.618539086,0.84375,396,,0.846784207,0.900497063,0.655467512,0.851694915,206.69,,0.867146759,0.913111295,0.699029126,0.89492943,131.04,,0.874596474,0.925398879,0.669710807,0.847745358,209.95,,0.920660541,0.953506293,0.775772162,0.909090909,145.43,,0.929972684,0.963270963,0.812571867,0.890025575,234.54
89,0.870499131,0.91964052,0.666666667,0.857426726,127.08,,0.902533,0.94133,0.752751,0.883307,202.11,,0.89582816,0.939088893,0.733908948,0.844396083,209.52,,0.884032779,0.927244999,0.720845722,0.890382627,209.68,,0.877701,0.926344406,0.676056,0.839092873,151.91,,0.870499131,0.921082202,0.657596372,0.858954041,221.5,,0.85808294,0.91399,0.589041096,0.805731,387.14,,0.839706978,0.894113291,0.652950076,0.854427214,217.79,,0.877452198,0.921803964,0.71375,0.896335079,132.83,,0.881425379,0.929369279,0.668371697,0.843126685,209.66,,0.916439037,0.952876855,0.777448071,0.892535733,144.32,,0.929476037,0.962678282,0.803807947,0.886535552,277.03
90,0.860069531,0.914589507,0.641098103,0.821511358,138.34,,0.908244,0.947243,0.728147,0.884729,212.66,,0.899428855,0.94235334,0.739182,0.842163971,209.4,,0.912838341,0.948986,0.768348624,0.891452543,210.94,,0.878321331,0.927481892,0.671515152,0.844046365,152.99,,0.870623,0.920538499,0.589432865,0.855609232,211.52,,0.863421902,0.917004551,0.587105624,0.839869281,385.33,,0.858952074,0.909503907,0.679734,0.864363074,273.84,,0.910106779,0.945965036,0.773221171,0.902021773,131.63,,0.878445493,0.92791411,0.661231146,0.853569567,210.9,,0.917556494,0.953272648,0.777735991,0.896551724,148.3,,0.928110256,0.961438249,0.813997718,0.885496183,259.14
91,0.861931959,0.917236011,0.638699924,0.836229595,129.17,,0.911224,0.947695,0.763916,0.890975,214.26,,0.898311398,0.940392884,0.732128184,0.846111418,210.28,,0.893717408,0.937054,0.738800827,0.870600975,211.64,,0.877203874,0.926370757,0.683669585,0.848819689,221.29,,0.868264,0.921447028,0.66122449,0.835274542,224.22,,0.867643407,0.920159174,0.627677101,0.847512039,452.81,,0.867643407,0.916085815,0.697749196,0.864172219,223.17,,0.902532903,0.940005333,0.757388316,0.902927581,175.62,,0.884405264,0.932645161,0.697762609,0.84723727,255.77,,0.917680656,0.952811673,0.776404942,0.887234043,149.07,,0.926371989,0.958697935,0.802731411,0.905088063,301.65
92,0.867767569,0.919578001,0.654420207,0.846193682,129.68,,0.908741,0.946759,0.762514,0.881446,203.44,,0.905637,0.94458373,0.757951901,0.870097,255.63,,0.895455674,0.93735703,0.738278516,0.881104,212.51,,0.871244102,0.922088212,0.682477876,0.848232848,154.65,,0.86652595,0.921323654,0.647876,0.810097533,244.85,,0.870499131,0.923011557,0.642657,0.844106,388.17,,0.807424882,0.866207951,0.616073929,0.840328027,223.8,,0.91407996,0.948551361,0.779711218,0.899355478,147.34,,0.873851502,0.924210526,0.68086617,0.857747224,212.06,,0.918177303,0.954809611,0.783376241,0.888172043,135.85,,0.929972684,0.961168445,0.822844671,0.897662338,241.94
93,0.869629998,0.919857602,0.67264574,0.842819843,130.82,,0.915073,0.949859,0.764898,0.896032,247.69,,0.909237646,0.94850527,0.766341097,0.86965812,234.18,,0.92302,0.955339,0.79876161,0.894377299,224.76,,0.874596474,0.92730776,0.695742471,0.827318157,154.98,,0.875713931,0.925469435,0.633969,0.837644469,212.27,,0.864415197,0.917783292,0.612917595,0.818950931,389.84,,0.870002483,0.920393164,0.698835275,0.839779006,236.29,,0.888130122,0.929135287,0.733419189,0.902574457,173.64,,0.880307922,0.930423836,0.674408959,0.82379349,212.74,,0.922771294,0.955896206,0.789115646,0.895445135,139.14,,0.929103551,0.959729214,0.809006211,0.907462687,244.73
94,0.86851254,0.920552677,0.66090875,0.841823056,143.42,,0.905264,0.942016,0.761802,0.895718,205.07,,0.90365036,0.944079501,0.74148,0.854485777,205.47,,0.893593246,0.934119961,0.743624161,0.890262751,214.68,,0.867395083,0.919623206,0.672740014,0.847493404,156.87,,0.8741,0.925459007,0.662420382,0.831738886,213.92,,0.865780978,0.919752563,0.636907134,0.830923248,402.43,,0.880556245,0.928015228,0.709771159,0.836950473,214.75,,0.889868388,0.930336676,0.728257191,0.902770781,139.06,,0.869257512,0.920651789,0.680248619,0.852083333,213.67,,0.918922275,0.953490379,0.785224676,0.89276281,138.33,,0.932083437,0.961987794,0.822716807,0.903543307,247.38
95,0.869878321,0.920618102,0.681374322,0.843409316,133.38,,0.914825,0.95177,0.766311,0.884881,206.35,,0.908740998,0.947951,0.76537407,0.856828194,217.21,,0.905761113,0.945819752,0.769230769,0.874058127,238.04,,0.883287807,0.930006086,0.705661792,0.850515464,204.43,,0.880432083,0.927756654,0.64689781,0.847085,214.86,,0.870250807,0.923338144,0.649268486,0.833333333,404.31,,0.836106283,0.889998151,0.647412756,0.858596134,214.87,,0.913334989,0.947637518,0.775874375,0.911314985,158.97,,0.877452198,0.928478992,0.690721649,0.830649639,214.12,,0.921653837,0.955226466,0.792153904,0.898429319,163.18,,0.929848522,0.960599721,0.820245627,0.899948692,243.1
96,0.87111994,0.923211475,0.672740525,0.844559585,193.54,,0.915322,0.951602,0.769478,0.88204,206.64,,0.907747703,0.946796585,0.76441764,0.868676,207.08,,0.89259995,0.934108181,0.743085638,0.884495317,215.74,,0.879314626,0.928315725,0.703108253,0.842672414,193.73,,0.876086417,0.925562608,0.626809902,0.839869281,216.32,,0.872237398,0.922045264,0.623560673,0.855208333,394.51,,0.84504594,0.900668315,0.660572822,0.843930636,227.67,,0.872858207,0.916666667,0.703889586,0.903162055,139.8,,0.885274398,0.931436407,0.688327316,0.860811505,296.96,,0.918798113,0.953181062,0.787834902,0.902553413,144.65,,0.934814999,0.96447756,0.820872274,0.90990991,424.32
97,0.877948845,0.926571939,0.671249495,0.845908608,133.81,,0.904023,0.947359,0.751601,0.867884,206.89,,0.90687857,0.947699293,0.762620838,0.872180451,206.89,,0.899801,0.93987,0.753583618,0.887962481,251.85,,0.884529426,0.932721448,0.719768284,0.828046745,160.18,,0.87434815,0.924590164,0.602129719,0.846905538,218.8,,0.875093121,0.92296173,0.64159292,0.849015,395.93,,0.85286814,0.904947799,0.667504714,0.861329147,228.35,,0.909610132,0.945490057,0.768476357,0.908999497,162.67,,0.884281103,0.931609391,0.692763938,0.844761382,213.36,,0.92252297,0.955234219,0.789755352,0.906845085,145.29,,0.937546561,0.966897884,0.836601307,0.908905852,272.04
98,0.883784455,0.931485626,0.693312836,0.852754237,153.87,,0.910728,0.950396,0.768825,0.865217,231.45,,0.902905389,0.943187796,0.754016423,0.880589164,220.43,,0.90216,0.941311853,0.76066917,0.887353879,265.43,,0.889744227,0.934972725,0.714998082,0.855533,160.6,,0.876334741,0.926057796,0.634476534,0.840771,220.32,,0.862304445,0.918434213,0.647253962,0.824707846,397.61,,0.869506,0.918716578,0.697473404,0.851064,217.18,,0.894338217,0.93443655,0.740006607,0.905198777,209.09,,0.888999255,0.933632519,0.714339481,0.860515021,209.23,,0.921157189,0.954280822,0.787711698,0.895712017,143.72,,0.911969208,0.949728624,0.779193937,0.892166836,253.07
99,0.877948845,0.926430048,0.669282071,0.862121989,131.68,,0.913583,0.949833,0.761557,0.888202,226.02,,0.915321579,0.951461333,0.774068323,0.886704604,208.64,,0.897193941,0.937343806,0.747701737,0.891713269,218.05,,0.889495903,0.934697089,0.72338802,0.849609375,173.89,,0.88279116,0.929187088,0.665833333,0.867662754,233.76,,0.862428607,0.918287938,0.650874636,0.826014453,403.6,,0.84765334,0.900576237,0.666256158,0.853139595,217.91,,0.899925503,0.937471966,0.752933289,0.910010111,140.53,,0.88539856,0.932605357,0.704247104,0.838530067,209.75,,0.930717656,0.960471271,0.803929595,0.910860656,224.98,,0.927241122,0.961713287,0.812907904,0.885863874,320.84
100,0.87496896,0.925764951,0.676514032,0.85021097,155.4,,0.914825,0.950346,0.777011,0.888545,216.03,,0.902284579,0.945397544,0.757219251,0.853846154,209.02,,0.912465856,0.948790394,0.778499279,0.892537313,243.44,,0.886019369,0.931726201,0.719705341,0.852491,162.79,,0.877452198,0.927248003,0.670851314,0.844394869,223.63,,0.864415197,0.918843609,0.657183499,0.841059603,417.13,,0.849143283,0.900545841,0.675452038,0.854616896,242.81,,0.911720884,0.947433959,0.779026217,0.90560166,249.44,,0.889744226,0.933651307,0.711253504,0.852406417,211.38,,0.917059846,0.952963473,0.780764862,0.886498117,147.86,,0.940278123,0.969544031,0.838058252,0.904458599,450.5
101,0.878445493,0.927422176,0.683870968,0.855179185,144.77,,0.914949,0.950462,0.76505,0.883062,217.71,,0.917432332,0.952973721,0.785578748,0.88399,233.09,,0.89781475,0.936994,0.755108878,0.893194238,231.43,,0.888626769,0.936052541,0.703910615,0.846305419,175.89,,0.873851502,0.924304113,0.643167972,0.830422535,224.23,,0.878197169,0.927168988,0.655319149,0.845652174,419.5,,0.844921778,0.897041202,0.66255017,0.857425743,219.71,,0.89520735,0.934872813,0.748056995,0.902792141,141.74,,0.886391855,0.93519476,0.710584752,0.835738069,212.09,,0.921157189,0.954297112,0.784194529,0.910025707,145.12,,0.924261237,0.957867133,0.805443178,0.892765521,305.1
102,0.859324559,0.9132157,0.671869457,0.827143512,134.3,,0.909734,0.947534,0.771981,0.880085,218.85,,0.912217532,0.949751807,0.769918094,0.887055,211.23,,0.914452446,0.950215878,0.781205165,0.897006596,244.69,,0.88999255,0.935481077,0.718904526,0.850931677,164.57,,0.877203874,0.928601894,0.681176021,0.826727,226.21,,0.866898436,0.92123316,0.621024735,0.809169054,408.06,,0.87111994,0.918080377,0.706771654,0.873298429,257.52,,0.89520735,0.934846724,0.744510978,0.900156822,143.17,,0.885150236,0.931133304,0.703621582,0.864864865,212.15,,0.91929476,0.953563059,0.779673872,0.905641026,149.99,,0.926247827,0.95684537,0.81340388,0.913480885,251.6
103,0.885522722,0.93179251,0.694234592,0.86084453,147.88,,0.914452,0.951387,0.783543,0.877028,219.21,,0.916563198,0.952356731,0.770755886,0.879957694,211.95,,0.916190713,0.951442646,0.784383954,0.899383984,221.1,,0.890240874,0.935786185,0.722775932,0.852266667,165.63,,0.878073007,0.92845,0.691131,0.819635,227.49,,0.882542836,0.930541193,0.682343871,0.862827,421.67,,0.859697045,0.910295,0.682926829,0.845933,259,,0.915569903,0.949673318,0.780972666,0.911959288,156.21,,0.890116712,0.934729917,0.712172924,0.866076081,213.7,,0.918301465,0.952742325,0.781416603,0.897136797,151.84,,0.938664018,0.96796477,0.833202819,0.903193107,351.01
104,0.875713931,0.923860543,0.689936873,0.852071006,160.42,,0.922275,0.955975,0.790367,0.893293,243.79,,0.919170599,0.955568976,0.790522753,0.876211,211.84,,0.905637,0.94359702,0.769865841,0.888311688,217.52,,0.886267693,0.932337434,0.718208093,0.856122449,217.33,,0.886764341,0.934627171,0.694006309,0.846491228,241.39,,0.882046188,0.929923,0.654389722,0.867351933,424.19,,0.829029054,0.882928666,0.645406671,0.855620155,221.56,,0.897069779,0.934949787,0.749095692,0.912611718,145.65,,0.894586541,0.937415426,0.706910908,0.865037194,213.91,,0.911845046,0.947834389,0.77281123,0.891489362,151.68,,0.929724361,0.963530333,0.805415861,0.896755162,435.49
105,0.890985846,0.936104165,0.717929482,0.857452575,161,,0.91557,0.951513,0.787023,0.871767,221.33,,0.919791408,0.954333965,0.785854617,0.889115994,224.98,,0.911224236,0.948733571,0.775436,0.880557043,217.93,,0.885026074,0.931681354,0.715576437,0.85,167.17,,0.885150236,0.930902925,0.681099084,0.859236002,254.74,,0.876334741,0.925540978,0.662167527,0.855753647,416.38,,0.892972436,0.9352568,0.734177215,0.861618799,247.68,,0.916563198,0.950678175,0.783416726,0.908997955,193.92,,0.895952322,0.93855328,0.733903982,0.864864865,213.99,,0.914576608,0.949711033,0.772640428,0.895679663,150.41,,0.931214303,0.961555076,0.812254517,0.906894816,285.49
106,0.87757636,0.925420446,0.69540636,0.86309214,138.92,,0.912093,0.947825,0.776655,0.886221,221.28,,0.919791408,0.955247047,0.791225416,0.881628281,213.95,,0.905885274,0.943332743,0.766724437,0.894764127,219.09,,0.885026074,0.931292338,0.7176595,0.858193277,168.09,,0.889123417,0.934360348,0.685421995,0.854785479,269.89,,0.86851254,0.922451803,0.664471277,0.831858407,414.91,,0.862552769,0.910624255,0.692782233,0.875830353,271.9,,0.87496896,0.920350749,0.708603145,0.897235263,147.43,,0.896200646,0.938646642,0.716237942,0.870068385,215.5,,0.916190713,0.950751325,0.775065715,0.904761905,175.71,,0.943133847,0.970552572,0.844166014,0.911354582,518.45
107,0.884281103,0.930501274,0.669442132,0.869834711,140.29,,0.917929,0.953054,0.787323,0.882979,221.63,,0.908740998,0.950973574,0.774056,0.848720801,215.31,,0.895207,0.9350696,0.751232,0.892227979,232.02,,0.887881798,0.933913801,0.715630885,0.851626016,165.78,,0.881922026,0.931546,0.676870748,0.816933638,234.55,,0.861807797,0.915754151,0.658253752,0.854211663,416.03,,0.873230693,0.92040963,0.704636,0.865030675,258.46,,0.900794636,0.94003731,0.751682607,0.890532544,172.98,,0.885895207,0.931754875,0.702884976,0.86622245,215.72,,0.919170598,0.953800558,0.781804734,0.905797101,153.22,,0.931090142,0.963727007,0.808392716,0.895277207,292.59
