round,RS_ACC,RS_N,RS_S,RS_V,RS_run_time,,LCDO_ACC,LCDO_N,LCDO_S,LCDO_V,LCDO_run_time,,MSDO_ACC,MSDO_N,MSDO_S,MSDO_V,MSDO_run_time,,ESDO_accuracy,ESDO_N,ESDO_S,ESDO_V,ESDO_run_time,,KMS_ACC,KMS_N,KMS_S,KMS_V,KMS_run_time,,KCG_ACC,KCG_N,KCG_S,KCG_V,KCG_run_time,,KCG+PCA_ACC,KCG+PCA_N,KCG+PCA_S,KCG+PCA_V,KCG+PCArun_time,,BALD_ACC,BALD_N,BALD_S,BALD_V,BALD_run_time,,VR_ACC,VR_N,VR_S,VR_V,VR_run_time,,MSTD_ACC,MSTD_N,MSTD_S,MSTD_V,MSTD_run_time,,BS_ACC,BS_N,BS_S,BS_V,BS_run_time,,LL_ACC,LL_N,LL_S,LL_V,LL_run_time
30,0.784454929,0.862006706,0.438511327,0.761097257,66.86,,0.796871,0.8744,0.342617,0.735484,167.74,,0.768686367,0.852411685,0.405856039,0.718633209,159.95,,0.826049168,0.890976514,0.490671642,0.788408967,172.85,,0.787186491,0.87088566,0.376798,0.698205547,96.59,,0.788179786,0.872072072,0.096618,0.751847941,121.65,,0.781847529,0.866709,0.19941691,0.740193292,274.57,,0.811398063,0.881387322,0.496202532,0.766003228,171.49,,0.841693568,0.900094009,0.556611927,0.830387004,76.93,,0.769679662,0.85379093,0.44288499,0.711928336,176.55,,0.852619816,0.910676447,0.521651561,0.822894168,73.85,,0.872982369,0.927114737,0.718608169,0.78042086,104.27
31,0.792773777,0.87067456,0.404761905,0.747799068,61.68,,0.803328,0.877967,0.32382,0.771775,168.17,,0.778743482,0.860384971,0.382075472,0.716403635,160.29,,0.821455178,0.889504112,0.456532297,0.773755656,166.19,,0.783958282,0.871191359,0.340489266,0.669805768,92.13,,0.790042215,0.872384274,0.175308642,0.767094017,122.92,,0.788924758,0.872528331,0.124331551,0.747385801,276.21,,0.817233673,0.884695667,0.481583794,0.776927004,172.1,,0.841693568,0.899244765,0.567511425,0.836505612,72.66,,0.780481748,0.862471646,0.415254237,0.718699187,165.89,,0.857710454,0.914196823,0.544117647,0.830636462,75.02,,0.903526198,0.947712418,0.762624254,0.822391858,139.78
32,0.785075739,0.862416976,0.445229682,0.769308943,68.36,,0.806804,0.880771,0.360169,0.762606,168.06,,0.798361,0.876111247,0.392367906,0.72989462,165.83,,0.81251552,0.880921675,0.497672,0.78807947,164.89,,0.783213,0.869528901,0.412765957,0.692049272,92.97,,0.790166,0.873022121,0.141084259,0.758804696,114.47,,0.784703253,0.867850741,0.292633703,0.760259179,283.81,,0.81115,0.880123478,0.50716091,0.771235521,173.36,,0.852495654,0.907790549,0.577601411,0.840095465,85.01,,0.80009933,0.877425775,0.415535798,0.742289597,172.51,,0.857958778,0.914764329,0.545275591,0.828240253,77.84,,0.88018376,0.931519032,0.732994924,0.805657412,131.33
33,0.809038987,0.883075195,0.382978723,0.740237691,64.13,,0.800099,0.873282,0.426749,0.787178,168.72,,0.80730072,0.880331263,0.43923445,0.749356665,171.95,,0.832381425,0.895427568,0.531877729,0.796765499,181.87,,0.774646139,0.861241568,0.420249,0.705450734,94.97,,0.79265,0.874754921,0.148051948,0.762795817,117.03,,0.785696548,0.870698729,0.217109145,0.743937924,280.75,,0.815619568,0.883779264,0.497812773,0.767991407,168.54,,0.855351378,0.909440267,0.562211982,0.849593496,75.1,,0.789545567,0.869550637,0.398879028,0.731731241,167.95,,0.860442016,0.915317454,0.622977346,0.827623709,84.2,,0.886143531,0.937700249,0.742502585,0.803652968,108.48
34,0.78060591,0.85870319,0.459438969,0.752843847,65.23,,0.81773,0.885427,0.464007,0.799195,182,,0.781350882,0.858569052,0.482472672,0.737721022,168.16,,0.834368016,0.897131553,0.511821975,0.798240792,171.64,,0.787931,0.871220979,0.419646704,0.709321567,95.31,,0.794760368,0.875821183,0.228704784,0.773012552,136.22,,0.797367768,0.876915709,0.256586483,0.768811341,299.51,,0.813757139,0.881523033,0.517762352,0.775488642,169.67,,0.851750683,0.906095271,0.590191189,0.848088531,82.14,,0.797491929,0.876223374,0.376663255,0.729824561,169.43,,0.859945369,0.914591655,0.612228149,0.839285714,79.89,,0.877079712,0.935075957,0.703745743,0.743162901,121.8
35,0.797740253,0.877424613,0.429090909,0.695970696,66.3,,0.820462,0.88923,0.385272,0.801715,171.38,,0.810404768,0.884090909,0.400412797,0.749189189,162.9,,0.835237149,0.897729156,0.52862254,0.797342193,167.56,,0.789173082,0.875156159,0.432387312,0.685043988,96.52,,0.793394587,0.8748105,0.272234,0.759098787,131.95,,0.799479,0.878609965,0.230676329,0.76948052,295.67,,0.818971939,0.885423729,0.507078507,0.790085989,168.45,,0.852743978,0.906717059,0.601119105,0.853360489,82.95,,0.792401291,0.86977058,0.438177874,0.740626605,169.52,,0.86131115,0.915539977,0.602631579,0.828819068,80.89,,0.889247579,0.941248044,0.731814842,0.79893617,192.44
36,0.805934939,0.878094269,0.462731581,0.778503265,67.19,,0.799727,0.87227,0.469984,0.789386,172.09,,0.805189968,0.879210221,0.431539188,0.753099,163.53,,0.836230445,0.897253475,0.540903,0.793045429,173.47,,0.800223491,0.879721187,0.381965552,0.713808463,97.64,,0.800844301,0.879331136,0.244019139,0.778167251,128.01,,0.800968463,0.879188,0.298236237,0.784184514,303.69,,0.799726844,0.869066526,0.53338,0.78526971,168.03,,0.859448721,0.912088837,0.594831362,0.848297214,77.63,,0.803824187,0.881445783,0.332955832,0.73255814,170.66,,0.865408493,0.917705736,0.645535369,0.844608879,99.14,,0.88800596,0.942670665,0.732834806,0.79868709,126.39
37,0.807052396,0.880314697,0.463028169,0.757415254,67.67,,0.819096,0.887512,0.47561,0.75644,178.31,,0.796498634,0.871037031,0.491186839,0.750521921,164.14,,0.825552521,0.886839,0.576727273,0.818826,174.24,,0.793146263,0.872817528,0.475884244,0.720041322,99.07,,0.800347653,0.877820629,0.31882538,0.787487587,129.95,,0.795132853,0.875514985,0.262806236,0.7749612,288.96,,0.822696797,0.889784504,0.473361622,0.781848004,168.53,,0.846535883,0.902509817,0.595425868,0.836383208,79.37,,0.802458406,0.87698214,0.458315146,0.745504087,171.23,,0.875093121,0.924817702,0.635924462,0.849473684,89.31,,0.909113484,0.950025497,0.751424814,0.85007278,167.25
38,0.805810777,0.878471338,0.452023647,0.769447048,69.22,,0.820586,0.887101,0.487805,0.804891,173.29,,0.81773032,0.886563694,0.483302412,0.761256545,174.41,,0.835361311,0.899169632,0.517690875,0.802594995,169.28,,0.811646387,0.886838353,0.49559,0.73200443,123.27,,0.803948349,0.881144,0.187744459,0.7875,124.92,,0.80270673,0.881194512,0.33111225,0.773061687,304.02,,0.823317606,0.891069514,0.442487047,0.781082399,169.75,,0.855227216,0.908719346,0.603329273,0.851130984,80.32,,0.813508815,0.884769539,0.470959027,0.765044479,189.74,,0.86391855,0.918752599,0.628106255,0.801600915,83.97,,0.897690589,0.946436323,0.75756497,0.803370787,121.67
39,0.816612863,0.886178178,0.469135802,0.783677483,70.44,,0.806059,0.873454,0.504415,0.809475,174.33,,0.813260492,0.885264617,0.461103253,0.734338747,172.19,,0.840700273,0.900322635,0.550774527,0.826520439,170.28,,0.800223491,0.88172752,0.466409927,0.672771673,101.33,,0.811894711,0.885,0.342487884,0.798370672,146.53,,0.80469332,0.882746249,0.363372093,0.778651685,306.75,,0.821206854,0.887695149,0.508154506,0.787553648,170.27,,0.86131115,0.912634522,0.605805637,0.862176166,81.59,,0.81052893,0.883214734,0.465137202,0.758762887,172.58,,0.872113236,0.923451811,0.63597613,0.841483074,85.43,,0.885150236,0.931608468,0.746954403,0.831728565,144.97
40,0.793146263,0.867871309,0.496613995,0.764845606,71.37,,0.821207,0.887199,0.49785,0.800441,174.8,,0.809535635,0.881056528,0.503691551,0.750841751,172.73,,0.856468835,0.909506863,0.587003925,0.852459016,189.45,,0.791284,0.869248765,0.492214,0.73319545,102.49,,0.814998758,0.887652063,0.289300658,0.796555436,148.8,,0.812267,0.886049333,0.345549738,0.800872886,321.31,,0.806679911,0.876763047,0.53297339,0.7673883,171.06,,0.861062826,0.91257485,0.612295082,0.863498483,88.48,,0.814626273,0.884001359,0.517269737,0.765263158,192.19,,0.884032779,0.930444313,0.665515753,0.861139896,142.26,,0.912962503,0.953979888,0.774474832,0.841707185,148.19
41,0.829774025,0.895074946,0.494339623,0.785482124,92.11,,0.825677,0.89276,0.421387,0.784781,175.65,,0.821704,0.890337,0.456281407,0.769385,172.94,,0.848149988,0.905070657,0.565783565,0.817936251,171.29,,0.800223491,0.878221922,0.486551586,0.720852018,102.31,,0.809659796,0.884726225,0.305161656,0.783594172,131.34,,0.807424882,0.883909416,0.247883918,0.787586945,298.02,,0.834492,0.897252,0.526748971,0.786031,171.45,,0.845790911,0.901487807,0.615546218,0.858954041,82.94,,0.819344425,0.890058383,0.456976179,0.758730159,174.12,,0.874844798,0.923983705,0.668695321,0.86199794,93.41,,0.892475788,0.946270767,0.75300584,0.784688995,158.89
42,0.82095853,0.887763713,0.503460208,0.791366906,73.6,,0.834865,0.897836,0.47638,0.805324,174.85,,0.822572635,0.890086207,0.485363551,0.770509,173.67,,0.830146511,0.890281578,0.58089075,0.817843866,172.11,,0.806556,0.884022979,0.478444632,0.717504333,103.44,,0.814377949,0.886701098,0.355389541,0.794788274,139.65,,0.790911348,0.873980054,0.365100671,0.75862069,300.24,,0.831636454,0.892655367,0.560965795,0.810922205,178.92,,0.864166874,0.9158831,0.623664749,0.850722311,84.3,,0.818226968,0.888888889,0.476278213,0.767301906,174.21,,0.876334741,0.92549486,0.661003236,0.851474531,87.95,,0.902905389,0.94703668,0.755157649,0.844045369,149.47
43,0.831015644,0.895423757,0.476424361,0.80162767,73.94,,0.837472,0.89941,0.465961,0.827334,175.91,,0.825552521,0.892269533,0.488889,0.775553214,174.87,,0.854358083,0.909499625,0.594688724,0.817777778,179.64,,0.821082692,0.89140573,0.516883117,0.741899441,170.12,,0.809659796,0.883935808,0.369168357,0.783092325,148.06,,0.804073,0.880838275,0.340274251,0.786652079,302.56,,0.834492,0.896776894,0.531838565,0.798758407,172.85,,0.870250807,0.920319731,0.615861763,0.859613428,85.34,,0.819965235,0.888945665,0.535855004,0.771334792,181.43,,0.878569655,0.927676633,0.664377682,0.829268293,89.13,,0.888999255,0.942632956,0.733310273,0.794504865,152.16
44,0.817109511,0.886859462,0.510620915,0.776444929,76.39,,0.836975,0.897458,0.546292,0.826653,177.8,,0.82679414,0.894609815,0.408913649,0.77748274,176.03,,0.847529178,0.904557325,0.596635207,0.811111111,173.95,,0.828408244,0.895370216,0.50744879,0.772316951,119.19,,0.816737025,0.887882033,0.398,0.803454,143.03,,0.805562453,0.88256398,0.291251384,0.784536669,304.19,,0.831263968,0.895437422,0.507648184,0.788025109,173.74,,0.868015893,0.918210649,0.621811785,0.845572354,86.28,,0.820213558,0.890932983,0.495956873,0.738569754,175.49,,0.881797864,0.929623852,0.690609802,0.860305746,110.79,,0.913334989,0.955117632,0.786386676,0.841817187,189.59
45,0.830270673,0.89516327,0.473244968,0.794816415,77.33,,0.828781,0.892081,0.532688,0.825413,171.15,,0.827290787,0.893009986,0.518518519,0.780512821,175.19,,0.847901664,0.903657908,0.592178771,0.843558282,174.18,,0.808915,0.884415134,0.535109831,0.748201439,106.56,,0.82033772,0.8910396,0.345444382,0.80625,145.88,,0.812763844,0.886059,0.414645309,0.803718,319.42,,0.839955302,0.899809081,0.53068933,0.805970149,174.65,,0.86913335,0.918108617,0.635955972,0.869257951,87.19,,0.822075987,0.889100676,0.558891455,0.776422764,183.28,,0.884405264,0.931054902,0.681780709,0.852229984,91.71,,0.89582816,0.942367463,0.755735493,0.838024429,182.05
46,0.826669978,0.892549544,0.513345196,0.782745923,78.05,,0.840824,0.901791,0.536174,0.816216,171.31,,0.83399553,0.898003149,0.520977,0.783957219,177.04,,0.840203626,0.898153766,0.597838241,0.830508475,174.8,,0.82095853,0.891918856,0.501981506,0.749585406,106.85,,0.819096101,0.89039458,0.290104487,0.801652893,140.34,,0.81251552,0.884196414,0.440972222,0.812834225,321.57,,0.834119692,0.896836778,0.562193126,0.790491985,181.98,,0.871989074,0.920678431,0.651310564,0.865344468,102.04,,0.82555252,0.893229598,0.5043558,0.762059621,174.29,,0.882915322,0.930535578,0.680521597,0.846866485,92.17,,0.883536131,0.935053537,0.732923497,0.801791713,139.23
47,0.827787435,0.892108145,0.509803922,0.802611753,79.71,,0.844053,0.902965,0.545131,0.830398,171.65,,0.840328,0.90284771,0.512718205,0.789738431,177.55,,0.851999007,0.907669845,0.605304212,0.843766,182.8,,0.824683387,0.894031466,0.507936508,0.761904762,108.45,,0.819716911,0.888816273,0.404040404,0.807631161,142.41,,0.818599454,0.889356195,0.351409978,0.811578947,310.48,,0.840203626,0.899353647,0.550418318,0.816008,175.83,,0.880804569,0.926205202,0.651182796,0.87979798,97.13,,0.81574373,0.884661732,0.5540391,0.764474424,172.84,,0.880804569,0.927994501,0.683846154,0.860962567,93.41,,0.922647132,0.959363652,0.799037304,0.865788189,142.27
48,0.830891482,0.895129516,0.522355024,0.794791667,80.56,,0.847653,0.905781,0.581713,0.821918,179.6,,0.839582816,0.901484702,0.533838145,0.779379,178.57,,0.851129873,0.904402188,0.619065421,0.854906054,183.47,,0.823193444,0.893968466,0.515772,0.751549296,110.12,,0.835361311,0.900344771,0.474576271,0.810317034,173.21,,0.820834368,0.891566265,0.341786108,0.817851583,312.57,,0.835733797,0.899116225,0.555226407,0.780125643,176.94,,0.875093121,0.92347753,0.645353794,0.855142703,90.8,,0.816364539,0.88482314,0.556805808,0.778666667,180.5,,0.889123417,0.933615222,0.691440501,0.861228814,94.93,,0.91470077,0.953854221,0.790352505,0.857432775,155.25
49,0.832381425,0.895691424,0.505932606,0.786343612,80.99,,0.845046,0.904923,0.558704,0.794084,173.8,,0.831139806,0.894664608,0.562368,0.780815348,179.41,,0.859076235,0.910869006,0.620907298,0.85908142,191.31,,0.82294512,0.889718004,0.557566423,0.782477341,117.72,,0.82356593,0.892436704,0.392157,0.801539307,146.15,,0.818599454,0.888476777,0.471470221,0.821041215,335.85,,0.832878073,0.894561028,0.568487728,0.805453592,192.29,,0.882046188,0.926845866,0.663333333,0.881147541,106.09,,0.835361311,0.899840215,0.542131074,0.780141844,174.17,,0.88477775,0.92942904,0.690697674,0.876473603,95.63,,0.917680656,0.956108519,0.78809244,0.86017163,225.34
50,0.827166625,0.892560611,0.510714286,0.783991228,82.76,,0.84964,0.906092,0.554525,0.848392,174.56,,0.842811026,0.903537796,0.600631413,0.785674315,187.57,,0.857586293,0.912509,0.598218074,0.831838565,178.2,,0.829029054,0.896349862,0.571536145,0.775599,125.65,,0.828532406,0.895898049,0.361305361,0.804572673,154.62,,0.823814254,0.891152454,0.46720575,0.820768847,334.99,,0.83722374,0.897656,0.581065542,0.821649485,177.72,,0.881549541,0.926613911,0.633718245,0.879256966,92.66,,0.823690092,0.892251816,0.550251256,0.758812616,174.35,,0.888130122,0.935213675,0.698795181,0.853405995,96.9,,0.897193941,0.942426926,0.7459576,0.853071253,203.16
51,0.84181773,0.902337229,0.543254146,0.810753822,98.16,,0.851627,0.908318,0.512846,0.840318,174.79,,0.845790911,0.904745705,0.589933993,0.807892004,181.01,,0.866153464,0.915522614,0.620718816,0.863102,185.86,,0.809287311,0.883199435,0.557233971,0.761376249,112.12,,0.834492,0.899927775,0.409718,0.809368192,164.13,,0.82617333,0.893708609,0.434951456,0.821138211,315.76,,0.839955302,0.901001,0.552921253,0.814216,178.88,,0.879190464,0.924503543,0.679699248,0.885473475,115.56,,0.836478768,0.900221352,0.579343095,0.782561308,182.48,,0.890861684,0.934219496,0.701047542,0.870899471,104.48,,0.919791408,0.959025663,0.790133125,0.861583293,293.45
52,0.845542588,0.904130546,0.57106599,0.825075834,107.62,,0.853241,0.909286,0.546816,0.840471,176.01,,0.847901664,0.905258,0.599754,0.813941568,180.85,,0.864663521,0.915984126,0.618090452,0.854555141,182.73,,0.827663273,0.897513952,0.53907496,0.770011,112.86,,0.83983114,0.903649635,0.429815016,0.82268,165.67,,0.825304197,0.892784346,0.401874024,0.817898,318.09,,0.839706978,0.899811612,0.562215792,0.82446544,186.8,,0.871616588,0.921570342,0.665702927,0.870798319,94.77,,0.834864664,0.90011692,0.551282051,0.769230769,175.93,,0.888750931,0.933493727,0.702453988,0.870032223,98.84,,0.919170598,0.955901769,0.793153678,0.883558221,153.86
53,0.829898187,0.893275862,0.546732837,0.805741627,85.74,,0.843059,0.904078,0.545019,0.765857,176.64,,0.849143283,0.90759987,0.53346856,0.795604396,182.12,,0.865656817,0.916853933,0.601336,0.853896104,183.83,,0.822200149,0.893182399,0.542868128,0.76109215,114.63,,0.834492,0.899054693,0.521227407,0.824029771,168.65,,0.828904892,0.895871,0.425188917,0.818619583,319.73,,0.832878073,0.894099052,0.584245077,0.825075834,188.06,,0.885026074,0.929511604,0.685446009,0.883233533,96.05,,0.83399553,0.900612262,0.55,0.770868347,177.14,,0.889868388,0.934002249,0.710476906,0.872611465,107.66,,0.915942389,0.951708308,0.786695589,0.892307692,292.71
54,0.83399553,0.897886179,0.480712166,0.793952968,86.24,,0.835982,0.894723,0.606102,0.844397,176.92,,0.849019121,0.906539,0.598645216,0.809893308,182.78,,0.858207102,0.908791685,0.63085188,0.862544711,184.62,,0.830518997,0.899991701,0.53026428,0.753064799,115.36,,0.835733797,0.900073296,0.45959596,0.811249324,151.62,,0.82033772,0.891726999,0.441260745,0.771644393,321.91,,0.830146511,0.89036486,0.592352092,0.819960861,181.11,,0.885646884,0.930156826,0.689655172,0.875463699,96.51,,0.838962006,0.903247294,0.561463207,0.770463652,177.41,,0.902657065,0.942569568,0.727724824,0.876068376,130.66,,0.910603427,0.950477538,0.782277605,0.868655154,180.99
55,0.838341197,0.901056515,0.561330561,0.792346652,96.22,,0.858455,0.912612,0.582256,0.842887,177.42,,0.849639931,0.907633,0.583022388,0.770821367,183.18,,0.866650112,0.916097061,0.634107286,0.867785939,185.51,,0.835237149,0.899764151,0.551346801,0.786021505,116.25,,0.832753911,0.898759828,0.437661666,0.805223069,151.79,,0.833126397,0.897309079,0.507579039,0.825668,331.15,,0.849143283,0.905798334,0.590191189,0.826804124,182.33,,0.886391855,0.929503916,0.694638695,0.885518591,96.91,,0.833250559,0.898184009,0.572416443,0.79321315,178.5,,0.90166377,0.941824033,0.71959883,0.881427072,101.44,,0.907871865,0.953271028,0.774396642,0.831111111,158.48
56,0.844673454,0.903392085,0.534012031,0.826472121,88.86,,0.853489,0.910514,0.595341,0.804727,177.76,,0.845790911,0.905648058,0.575011612,0.757486788,184.3,,0.869506,0.917926933,0.63927691,0.864495798,186.02,,0.844052645,0.906762638,0.570565,0.781335,133.07,,0.841321083,0.904169,0.4527496,0.814416353,154.04,,0.830767321,0.897392152,0.453598015,0.797085202,325.89,,0.851874845,0.907806191,0.583732057,0.826652785,186.33,,0.894089893,0.93612259,0.70606902,0.886859462,96.64,,0.840824435,0.904516772,0.543766578,0.788013319,179.12,,0.886143531,0.930088496,0.715885234,0.881025641,102.06,,0.920660541,0.955804981,0.797653959,0.887651822,227.36
57,0.839955302,0.899810964,0.587509638,0.817697228,97.91,,0.846784,0.908271,0.583222,0.752415,178.45,,0.857337969,0.914333333,0.601049869,0.803512624,193.77,,0.865532655,0.915170173,0.637910566,0.862745098,187.48,,0.838589521,0.902095,0.53122172,0.796035472,118.76,,0.843307673,0.906402,0.529305681,0.805602241,163.6,,0.820213559,0.89164654,0.474893617,0.793832096,328.03,,0.853364788,0.908508306,0.595006348,0.830328738,187.04,,0.885646884,0.930698241,0.697469747,0.883377309,97.27,,0.841072759,0.903746496,0.58020202,0.791621912,180.22,,0.904395332,0.94392839,0.729184188,0.877118644,111.92,,0.916563198,0.954433498,0.782733813,0.886734694,178.58
58,0.829649863,0.890425532,0.592462135,0.823529412,107.74,,0.870127,0.920511,0.621179,0.853778,225.94,,0.868388378,0.919870704,0.639018197,0.836601307,221.06,,0.866153464,0.915095971,0.648895659,0.868475992,187.92,,0.84504594,0.907427612,0.56160209,0.796413502,128.93,,0.845170102,0.906260189,0.483920368,0.822966507,157.45,,0.833374721,0.89821616,0.437402597,0.810479,329.6,,0.85286814,0.908374549,0.58095656,0.830526316,186.94,,0.88477775,0.927847767,0.703554416,0.887573964,98.3,,0.842562702,0.903729104,0.590241967,0.802289282,180.98,,0.899553017,0.940516274,0.734263098,0.88034188,105.21,,0.926992799,0.961501359,0.811300254,0.888888889,181.21
59,0.850384902,0.907449591,0.572441294,0.825825826,100.74,,0.862056,0.917935,0.615056,0.807803,181.04,,0.865036007,0.917766,0.610449,0.8224,187.6,,0.868885026,0.917456488,0.655332303,0.863113898,188.46,,0.840576111,0.902486633,0.562766866,0.800806858,128.08,,0.848398311,0.909439626,0.555216063,0.815342466,174.76,,0.829029054,0.896379727,0.429384,0.791977077,331.11,,0.857958778,0.911125961,0.593159316,0.832810867,188,,0.861683635,0.911117151,0.675496689,0.885263158,99.13,,0.848522473,0.910065316,0.557928214,0.8,181.4,,0.895455674,0.936638641,0.730040847,0.879659212,106.33,,0.91730817,0.954020948,0.79588944,0.882178218,194.45
60,0.847529178,0.906265664,0.534226903,0.823816496,93.2,,0.858828,0.913474,0.516296,0.85283,181.88,,0.862304445,0.91523111,0.63436853,0.826639553,181.22,,0.864166874,0.914375491,0.656823911,0.864461,189.7,,0.833374721,0.901552665,0.560418,0.755581669,118.81,,0.842686864,0.905462012,0.509877705,0.81128943,160.15,,0.834988825,0.900856793,0.482364156,0.796581197,333.24,,0.850384902,0.906352778,0.616673011,0.833419824,197.15,,0.874472312,0.922369584,0.692543412,0.870499731,99.9,,0.845294264,0.907228813,0.594254231,0.797837838,182.41,,0.897566427,0.938116435,0.734604106,0.887155486,107.39,,0.934690837,0.966245456,0.822839265,0.895343015,349.85
61,0.846039235,0.903743767,0.569224175,0.826982492,94.52,,0.864539,0.919372,0.626816,0.819101,182.4,,0.867519245,0.918713598,0.644921552,0.830886351,182.1,,0.874844798,0.922030981,0.669465649,0.869379015,198.44,,0.843928483,0.906072669,0.562853415,0.8001998,118.8,,0.852123169,0.910163,0.552130553,0.832077503,211.94,,0.836106283,0.898892869,0.468277946,0.813928183,337.95,,0.841321083,0.898305085,0.61452514,0.823866348,189.85,,0.889868388,0.93254107,0.712820513,0.887280248,101.39,,0.846660045,0.908081227,0.579747936,0.773823192,183.28,,0.893965731,0.935661113,0.733887734,0.889576883,124.9,,0.911720884,0.952693125,0.777700831,0.872670807,217.93
62,0.837347902,0.898573281,0.58476475,0.820375335,94.06,,0.85411,0.911889,0.551041,0.795637,182.86,,0.856965483,0.909775753,0.640239342,0.845391477,182.62,,0.877452198,0.923011121,0.666666667,0.874413757,190.87,,0.843680159,0.90580821,0.579628133,0.803382664,119.88,,0.851254035,0.909523419,0.501276161,0.838610827,172.5,,0.834864664,0.900497932,0.542891663,0.80518018,348.21,,0.856592997,0.910079,0.626019418,0.843187661,190.15,,0.896573131,0.936957677,0.736318408,0.894,167.51,,0.853240626,0.911323791,0.595654026,0.811668373,200.06,,0.907747703,0.945479405,0.752671152,0.881319851,126.37,,0.916563198,0.954291125,0.773734177,0.877228732,211.75
63,0.83399553,0.89843884,0.592347314,0.779445727,93.84,,0.860194,0.918865,0.613775,0.773428,192.25,,0.862056121,0.915975359,0.600746269,0.808272778,182.97,,0.87111994,0.919161418,0.667921687,0.861902203,192.08,,0.845170102,0.907892484,0.60791,0.787126,129.5,,0.842562702,0.905181473,0.499001996,0.792844778,165.82,,0.836230445,0.899934598,0.504681648,0.795402299,340.89,,0.841941892,0.900640182,0.617965746,0.826464,192.14,,0.864539359,0.913499225,0.684605757,0.884080371,103.41,,0.85808294,0.914608797,0.59714795,0.806750136,200.47,,0.910106779,0.946915352,0.744439782,0.888059701,110.36,,0.918301465,0.956807187,0.791916168,0.860215054,228.93
64,0.844797616,0.905056504,0.534506716,0.811610077,94.73,,0.873107,0.921981,0.647806,0.858817,185.3,,0.866153464,0.917313764,0.65808,0.829776,184.04,,0.872858207,0.919320966,0.678215997,0.871378,191.67,,0.848770797,0.909197915,0.58270361,0.802402,121.47,,0.85286814,0.910462447,0.525747916,0.83395622,167.32,,0.842811026,0.905157788,0.558102131,0.828151,377.93,,0.841941892,0.900633134,0.619806094,0.827922078,191.97,,0.890489198,0.931985457,0.728527078,0.891304348,128.55,,0.854606407,0.912666281,0.569457222,0.809393774,184.75,,0.911596722,0.948583065,0.751227496,0.888178914,128.37,,0.924261237,0.960732984,0.801476015,0.880288958,226.77
65,0.850384902,0.908380078,0.575107296,0.830019881,95.68,,0.876707,0.925401,0.631767,0.857597,190.86,,0.865160169,0.918416466,0.631487,0.805209513,184.86,,0.880804569,0.925776211,0.682242991,0.874019864,202.47,,0.831760616,0.895044248,0.595549276,0.808295397,123.5,,0.852619816,0.909897331,0.535524408,0.830472103,168.79,,0.844176807,0.904655954,0.522622345,0.823464306,344.56,,0.861683636,0.913713276,0.610095735,0.841015018,193.19,,0.890985846,0.934952145,0.73048201,0.878594249,122.92,,0.854854731,0.912918983,0.606994172,0.80349345,185.56,,0.906754408,0.944572158,0.751987281,0.877097997,111.2,,0.924261237,0.960414866,0.809904762,0.862519603,251.07
66,0.837720387,0.897563532,0.595011005,0.825479026,96.53,,0.869754,0.923698,0.640555,0.824859,191.02,,0.87111994,0.921406934,0.664468261,0.817575,185.48,,0.882542836,0.926625096,0.682456845,0.873298429,194.5,,0.845666749,0.907567337,0.585502603,0.806889353,124.18,,0.854978893,0.911483449,0.528,0.835024026,170.64,,0.846287559,0.906618314,0.53667426,0.816853933,347.52,,0.855103054,0.908188153,0.634146342,0.844625573,193.69,,0.902657065,0.940836688,0.745877061,0.893743793,120.07,,0.846039235,0.907306997,0.611526946,0.799119428,185.99,,0.906133598,0.945441989,0.750658142,0.883646113,109.33,,0.917804817,0.956011231,0.778176025,0.864425163,219.02
67,0.851626521,0.908837057,0.524850895,0.83125,97.58,,0.876707,0.926349,0.636364,0.849433,193.1,,0.873851502,0.923336426,0.656093489,0.838814016,194.82,,0.88217035,0.926627323,0.705174,0.879461976,230.54,,0.842686864,0.906017343,0.612651031,0.802344166,151.23,,0.855848026,0.912842882,0.579584775,0.834133333,190.27,,0.838713683,0.903274307,0.541107383,0.802511416,349.08,,0.853985597,0.908467423,0.638207044,0.847193347,194.92,,0.890116712,0.931983662,0.730915371,0.884674526,156.6,,0.855227216,0.912120166,0.626115166,0.80952381,195.86,,0.90886516,0.947121238,0.760893446,0.889835019,128.17,,0.927613608,0.960295801,0.813226744,0.899349024,251.08
68,0.844921778,0.903987187,0.585426101,0.806167401,98.01,,0.88155,0.928984,0.65915,0.852193,201.84,,0.875465607,0.924207468,0.675559043,0.842672414,186.35,,0.882666998,0.928711688,0.685017696,0.862850972,195.07,,0.85088155,0.910472973,0.601066011,0.79825041,126.21,,0.851129873,0.907825497,0.588235,0.838125666,182.95,,0.840203626,0.902174785,0.42192691,0.831070071,350.71,,0.855972188,0.910547171,0.626164439,0.811024,195.17,,0.888875093,0.933274258,0.732039496,0.867444327,145.42,,0.84442513,0.905353394,0.614496935,0.813452444,196.58,,0.912714179,0.949640288,0.769470405,0.878755365,120.55,,0.910975913,0.949113475,0.780020527,0.886089239,270.47
